MMSI,BaseDateTime,LAT,LON,SOG,COG,Heading,VesselName,IMO,CallSign,VesselType,Status,Length,Width,Draft,Cargo,TransceiverClass
367365380,2023-01-19T00:00:06,40.6415,-74.13125,0,319.2,223,PEGASUS,,WDE5348,31,Under way using its engine,22,7,,52,A
367152990,2023-01-19T00:00:01,29.6852,-91.29697,0,107.7,511,RACHEL K GOODWIN,,WDH2125,90,Under way using its engine,14,18,3,90,A
367533050,2023-01-19T00:00:06,30.34308,-91.2382,5.1,301.1,316,SALLY BROMFIELD,IMO8836649,WDG4107,31,Under way using its engine,54,15,,31,A
367017960,2023-01-19T00:00:03,28.69689,-95.94465,0,253.3,257,CY,IMO8991023,WDF2369,31,Power-driven vessel pushing ahead/towing alongside,23,10,,57,A
368271240,2023-01-19T00:00:07,29.77803,-91.79652,1.2,291,511,INTRA RELOAD,,WDN3391,31,Power-driven vessel pushing ahead/towing alongside,19,8,0,31,A
316005498,2023-01-19T00:00:04,48.91303,-123.65146,2.7,119.7,511,SEASPAN COMMANDER,IMO7043336,CFN6637,31,Under way using its engine,25,7,3.4,52,A
368119090,2023-01-19T00:00:08,30.13282,-91.02075,4.7,53.3,69,CONTAINER EXPRESS,,WDL3183,57,Power-driven vessel pushing ahead/towing alongside,215,22,2.9,57,A
367308990,2023-01-19T00:00:04,28.05967,-96.97531,3.2,36.8,39,SAWYER WILLIAM,,WDD9255,31,Power-driven vessel pushing ahead/towing alongside,26,9,,31,A
316038089,2023-01-19T00:00:04,49.29165,-122.97501,0.1,305.5,137,ISLAND RAIDER,IMO9802360,CFA2784,52,Undefined,25,12,4,52,A
368222260,2023-01-19T00:00:08,29.76054,-91.68019,7.9,90,89,DELTA RUSH,,WDM6110,90,Undefined,15,4,0,90,A
367153930,2023-01-19T00:00:04,47.17807,-122.63744,10.7,282.9,511,STEILACOOM II,,WDJ4656,60,Under way using its engine,60,20,,60,A
367493740,2023-01-19T00:00:06,29.94345,-90.01253,0,230,304,ENDURANCE,IMO9632739,WDF8331,31,Power-driven vessel pushing ahead/towing alongside,24,9,,57,A
367549870,2023-01-19T00:00:09,40.69343,-74.01524,0,239,511,LT SAMUEL S COURSEN,,WDG5749,60,Under way using its engine,52,14,,60,A
538009494,2023-01-19T00:00:00,40.07071,-74.92553,8.8,86.9,92,SSI ERDOGAN BEY,IMO9401946,V7A4810,70,Moored (tied to another object to limit free movement),183,32,7,70,A
366982270,2023-01-19T00:00:00,39.37357,-74.42727,0,280.6,511,PACIFIC QUEEN,IMO7932379,WCY6659,31,Under way using its engine,23,8,,52,A
338926430,2023-01-19T00:00:02,36.13707,-121.88436,17.7,136.7,135,CGC ROBERT WARD,,8675309,0,Under way using its engine,44,8,0,0,A
367702480,2023-01-19T00:00:01,30.42498,-91.19755,0.9,14.8,14,SAFETY PRIDE,,WDI4832,31,Under way using its engine,21,8,,57,A
368273040,2023-01-19T00:00:03,30.72827,-91.35567,1.9,330.5,330,TAMMY OUTLAW,IMO0006608,WDJ7199,57,Power-driven vessel pushing ahead/towing alongside,337,33,2.9,57,A
249757000,2023-01-19T00:00:06,37.43123,-76.08962,17.1,167,170,TORTUGAS,IMO9319765,9HA4366,70,Under way using its engine,199,32,10.5,70,A
367654290,2023-01-19T00:00:01,36.99884,-89.15999,0.1,288.7,511,CONNELL SMITH,,WDH8063,31,Under way using its engine,15,,,31,A
368012560,2023-01-19T00:00:05,40.64603,-74.18345,7.9,248.5,241,BROOKLYN,IMO9265718,WDJ8046,31,Moored (tied to another object to limit free movement),25,7,,31,A
338411059,2023-01-19T00:00:03,36.59556,-121.87545,0.3,360,511,USS SPANAGEL,,NPS,90,Aground,0,0,0,90,A
538008625,2023-01-19T00:00:05,48.22303,-123.81264,11,90.8,91,CLARA INSIGNIA,IMO9800427,V7A2590,70,Under way using its engine,199,32,6.7,70,A
367504990,2023-01-19T00:00:03,29.71347,-95.25191,0,316.9,89,DAVE ANDERSON,,WDF9422,31,Power-driven vessel pushing ahead/towing alongside,26,9,,57,A
368246980,2023-01-19T00:00:04,30.70733,-88.04331,0,116.7,301,HERMES,,WDM8842,52,Under way using its engine,30,13,5.7,52,A
303940000,2023-01-19T00:00:07,39.26199,-76.60135,0,270.1,136,CAPE WRATH,IMO7826166,WRGJ,70,Under way using its engine,212,32,11.6,70,A
366968070,2023-01-19T00:00:04,47.63247,-122.32901,0,360,511,ZODIAC,IMO7937587,WTH5653,60,Under way using its engine,33,7,,36,A
367759860,2023-01-19T00:00:00,40.04677,-80.73091,0,360,511,ROCKET,,WDJ2592,31,Under way using its engine,20,,,31,A
367672390,2023-01-19T00:00:00,47.65622,-122.36646,0,268.8,133,MUIR MILACH,IMO7823425,WDH9870,30,Under way using its engine,26,7,2.7,30,A
367379810,2023-01-19T00:00:04,29.93304,-90.32868,1.6,97,511,WISE ONE,,WDE6403,31,Moored (tied to another object to limit free movement),21,8,,31,A
367493450,2023-01-19T00:00:03,29.57415,-93.21613,7,148.3,149,ODYSSEA VALOR,IMO9555620,WDF8302,90,Under way using its engine,50,10,3,76,A
368139720,2023-01-19T00:00:03,29.40024,-94.75246,1.6,47.1,227,SIGNET VOLUNTEER,IMO1001301448,WDL5289,57,Power-driven vessel pushing ahead/towing alongside,117,34,2.7,57,A
366773040,2023-01-19T00:00:01,47.52319,-122.39687,0,95.7,95,WSF ISSAQUAH,IMO7808102,WSD3625,60,Under way using its engine,100,23,4.8,60,A
477633300,2023-01-19T00:00:01,33.00907,-74.4191,11.9,276.7,273,LUZON STRAIT,IMO9317793,VRCJ2,70,Under way using its engine,175,29,9.6,70,A
316005416,2023-01-19T00:00:03,48.78624,-122.84404,11.5,310.6,312,JOSE NARVAEZ,IMO7003441,CY9519,31,Under way using its engine,26,7,3.5,31,A
367533940,2023-01-19T00:00:03,29.97257,-90.39928,0,297.8,342,TAMPA,,WDG4190,31,Power-driven vessel pushing ahead/towing alongside,23,10,,57,A
369970628,2023-01-19T00:00:08,42.26196,-90.42314,0,0,163,MOLINE,,AEMN,31,Under way using its engine,,,,31,A
357069000,2023-01-19T00:00:06,31.98832,-80.52727,0,332,231,CENTURY VENUS,IMO9490260,3FXD2,70,Anchored,137,23,8.3,70,A
367357150,2023-01-19T00:00:04,29.40229,-89.78667,0,358.3,511,DMO RESOLUTION,,WDE4732,31,Anchored,17,7,,31,A
366916840,2023-01-19T00:00:07,39.34197,-81.35954,7.9,264.6,511,EULA B DEVALL,IMO8983064,WDB6046,31,Power-driven vessel pushing ahead/towing alongside,22,9,,57,A
367763260,2023-01-19T00:00:00,41.63054,-70.33171,0.1,128,511,KODIAK,,WDJ2946,31,Power-driven vessel pushing ahead/towing alongside,18,7,,31,A
367441390,2023-01-19T00:00:04,29.11931,-90.20153,0,87.6,511,CROSBY ADMIRAL,IMO8213029,WDF3563,31,Under way using its engine,36,9,4.3,31,A
368261120,2023-01-19T00:00:01,30.72398,-91.35259,9.7,162.1,166,VIKING MISSISSIPPI,,WDN2333,65,Under way using its engine,137,23,2.7,65,A
367707210,2023-01-19T00:00:00,37.72461,-88.08195,3.6,53.6,52,ANDREW ANTRAINER,,WDI5303,31,Power-driven vessel pushing ahead/towing alongside,36,,,0,A
366998890,2023-01-19T00:00:04,29.96796,-93.85954,0,290.6,511,APACHE,,WDH8266,31,Under way using its engine,16,6,3,31,A
366961460,2023-01-19T00:00:01,29.64047,-89.93018,0,154.9,123,DAVID G SEHRT,,WDB8607,31,Power-driven vessel pushing ahead/towing alongside,54,15,,57,A
367647050,2023-01-19T00:00:00,30.10585,-90.91436,10.2,161.6,511,USS CAIRO,,WDH7325,31,Under way using its engine,20,,,31,A
367698890,2023-01-19T00:00:01,33.76102,-118.21842,0.4,129.7,511,FIREBOAT 20,,WDI4461,90,Under way using its engine,32,,,90,A
368090830,2023-01-19T00:00:03,28.99146,-95.11407,4.9,63,511,ELIANA M_GONDRAN,IMO0000157,WDK8100,52,Under way using its engine,21,8,2.8,52,A
368155888,2023-01-19T00:00:01,30.31831,-81.63089,0,307.1,511,WOLLOCHE,IMO1048576,GDC9839,52,Undefined,25,9,0,52,A
354580000,2023-01-19T00:00:03,26.06112,-80.13027,0,14,358,EMERALD EXPRESS,IMO9248332,HO2486,70,Under way using its engine,57,11,2.3,70,A
339315000,2023-01-19T00:00:06,26.11693,-80.10769,0.4,227.6,511,CHERISH TWO,,6YRP4,37,,33,,,,B
367691950,2023-01-19T00:00:04,30.07543,-93.33905,5.2,35.7,511,ROY MICHAEL,,WDI3791,31,Power-driven vessel pushing ahead/towing alongside,22,,,52,A
368012220,2023-01-19T00:00:01,30.11793,-88.05916,5.6,32.5,46,DIXEY,,WDJ8006,50,Undefined,,,,50,A
367015830,2023-01-19T00:00:07,37.93795,-87.3882,3.4,109.6,511,ARLENE,IMO8991061,WDF2437,31,Power-driven vessel pushing ahead/towing alongside,37,10,,57,A
367575580,2023-01-19T00:00:05,45.60993,-122.64135,6.1,105.6,106,DIANE B,,WDG8255,31,Under way using its engine,20,8,,31,A
367771860,2023-01-19T00:00:05,37.84481,-86.62714,4.4,65.7,511,ERIC HANEY,,WDJ3833,31,Under way using its engine,48,12,,57,A
338251224,2023-01-19T00:00:06,31.16574,-81.41655,0,139.3,511,GO AROUND,IMO0000000,,36,,12,4,,,B
367699340,2023-01-19T00:00:00,39.08848,-81.75338,1.1,27.3,36,ARTHUR E SNIDER,,WDI4504,31,Power-driven vessel pushing ahead/towing alongside,43,10,,32,A
367177840,2023-01-19T00:00:01,40.1394,-74.75479,0,276.1,511,BART TURECAMO,IMO7338808,WBR4464,31,Under way using its engine,30,8,4.2,52,A
366515000,2023-01-19T00:00:02,29.29237,-88.66107,0.2,259.5,210,BLUE TARPON,IMO9529906,WNSD,90,Under way using its engine,91,18,4.5,90,A
368078510,2023-01-19T00:00:06,29.7854,-95.09395,0,243.9,352,MCCULLOCH,IMO1252854,WDK6827,52,Under way using its engine,25,11,3,52,A
338894000,2023-01-19T00:00:05,29.5743,-94.27668,0,141.7,511,WEEKS 3302 BOOSTER,IMO1192494,WDK5999,33,Under way using its engine,49,16,2.1,33,A
367626460,2023-01-19T00:00:00,29.90533,-90.08161,0,360,511,TEXAS,IMO8851338,WDH5292,31,Under way using its engine,19,7,,31,A
367663340,2023-01-19T00:00:05,33.85062,-118.39771,0.1,360,511,PARAMETHIA,IMO0000000,WDN2106,36,,11,4,,,B
368234460,2023-01-19T00:00:03,29.613,-94.98922,8.7,33.5,511,JAMES K,,WDM7482,52,Under way using its engine,24,10,3.3,52,A
368268040,2023-01-19T00:00:00,46.16153,-123.40796,0.3,301.8,511,PAPA T,,WDN3068,0,Under way using its engine,18,6,2,0,A
366972430,2023-01-19T00:00:08,29.82549,-93.98901,0,300.8,511,CHARLES B BOONE,,WBC3748,31,Under way using its engine,15,6,,52,A
367546860,2023-01-19T00:00:00,35.083,-90.14184,0,308.4,511,BILL WEPFER,,WDG5456,31,Undefined,16,,,31,A
367578830,2023-01-19T00:00:00,29.70457,-89.98459,0.1,344.9,511,CAPTAIN SAM,IMO8984587,WDG8563,31,Under way using its engine,21,8,,18,A
319175800,2023-01-19T00:00:01,26.45872,-80.0635,0,360,511,MARTY'S DREAM,IMO0000000,ZGKE9,37,,14,5,,,B
367545690,2023-01-19T00:00:00,40.58751,-80.23773,0,360,511,MISS KATE,IMO8635899,WDG5343,31,Under way using its engine,18,7,,57,A
319246600,2023-01-19T00:00:02,26.71916,-80.04796,0,289,106,RANDY BETH,IMO0000000,ZGKI3,37,,38,7,,,B
367561870,2023-01-19T00:00:03,29.99016,-90.806,8.2,41.8,43,SAVAGE DESTINY,,WDG6904,31,Power-driven vessel pushing ahead/towing alongside,25,,,57,A
368278180,2023-01-19T00:00:02,38.53972,-90.25039,0,360,511,CARRIE ELIZABETH,IMO0599138,WDN4132,52,Under way using its engine,20,8,0,52,A
368055646,2023-01-19T00:00:03,29.94373,-90.38448,0,223.8,511,SCOTT T SLATTEN,IMO8890322,WDC3384,52,Under way using its engine,33,12,0,52,A
367317630,2023-01-19T00:00:01,29.56255,-94.4542,6.6,249.5,511,SEA WOLF,,WDD9887,31,Under way using its engine,15,6,,31,A
367683590,2023-01-19T00:00:03,39.71242,-91.35454,0,360,511,SIR RANDALL,,WDI2967,31,Undefined,16,,,31,A
255806156,2023-01-19T00:00:01,29.82138,-93.95996,2.3,175.9,164,NORDORCHID,IMO9624079,CQAF2,89,Under way using its engine,229,42,8.2,89,A
369215000,2023-01-19T00:00:05,32.03719,-80.8548,11.5,264.7,265,COLORADO EXPRESS,IMO9349502,WDM2200,70,Under way using its engine,306,40,10,70,A
367506440,2023-01-19T00:00:05,29.40238,-89.7861,0,283.6,511,AMANDA A,,WDF9562,31,Under way using its engine,16,6,,52,A
367638480,2023-01-19T00:00:03,48.75454,-122.49349,0,183.8,511,OCEAN HUNTER,IMO8705852,WDH6487,30,Under way using its engine,25,7,,30,A
368922000,2023-01-19T00:00:04,32.86188,-79.96385,0,0,93,CAPE DUCATO,IMO7208297,WMHF,70,Under way sailing,207,29,9.6,70,A
368155390,2023-01-19T00:00:01,29.72152,-95.2736,0,155.2,292,INTRA REBEL,,WDL6925,57,Power-driven vessel pushing ahead/towing alongside,82,23,3.2,52,A
366978720,2023-01-19T00:00:04,47.58902,-122.344,4.7,357,358,MILLENNIUM FALCON,IMO9219575,WCZ8082,31,Under way using its engine,32,11,4.9,31,A
367049010,2023-01-19T00:00:03,29.9464,-90.00591,0.1,70.2,511,MISS TERRY,,WAO2809,60,Undefined,12,4,,30,A
367057830,2023-01-19T00:00:00,30.01458,-90.82995,0.2,152.3,511,BURNS JOHNSON JR.,,WDC6554,31,Under way using its engine,18,8,,57,A
367318570,2023-01-19T00:00:08,31.84794,-88.16208,0,281,12,R D QUEBODEAUX,,WDD9960,31,Power-driven vessel pushing ahead/towing alongside,26,9,,31,A
351916000,2023-01-19T00:00:06,29.87258,-89.93525,0,303.4,129,LOWLANDS KAMSAR,IMO9461154,3FCG2,70,Anchored,229,32,14.4,70,A
636016238,2023-01-19T00:00:01,30.28024,-80.68128,16.7,147.9,149,ATLANTIC REEFER,IMO9179256,D5FE2,70,Under way using its engine,175,22,9.7,70,A
316009165,2023-01-19T00:00:04,49.21061,-122.89581,0,197.2,511,SEA IMP VIII,IMO8703191,,31,Under way using its engine,12,5,0.6,31,A
316003659,2023-01-19T00:00:00,49.06911,-123.43114,3.9,240.3,258,SEASPAN CAVALIER,IMO7434808,CZ5656,31,Under way using its engine,25,7,2.6,52,A
367703560,2023-01-19T00:00:06,41.32271,-88.87947,5.3,241.6,247,RED GRIFFIN,,WDI4934,31,Power-driven vessel pushing ahead/towing alongside,22,,,31,A
366926740,2023-01-19T00:00:00,33.75593,-118.22485,0,119.7,338,TIM QUIGG,IMO8987917,WDB6570,31,Under way using its engine,24,9,4,52,A
367553370,2023-01-19T00:00:00,41.81515,-71.40021,0,332.2,329,PATRICK MCALLISTER,IMO8972584,WDG6086,31,Undefined,32,9,4,31,A
367671160,2023-01-19T00:00:01,27.87938,-97.044,0,164.1,177,MOLLY PATRICIA,,WDH9743,31,Power-driven vessel pushing ahead/towing alongside,29,,,57,A
368110430,2023-01-19T00:00:02,29.74912,-95.10224,0,287.9,288,POINT A LA HACHE,,WDL2256,57,Power-driven vessel pushing ahead/towing alongside,204,18,2.6,57,A
367656420,2023-01-19T00:00:01,29.96881,-93.86005,0,212.3,511,PINTO,,WDH8273,31,Power-driven vessel pushing ahead/towing alongside,18,6,,57,A
538009212,2023-01-19T00:00:01,29.7176,-93.85896,7.4,146.2,147,STIRLING,IMO9901867,V7A4456,80,Under way using its engine,250,44,9.6,80,A
366961480,2023-01-19T00:00:04,30.65303,-91.3177,0.3,40.2,286,P B SHAH,,WDB8609,31,Power-driven vessel pushing ahead/towing alongside,46,13,,57,A
303668000,2023-01-19T00:00:00,42.92017,-125.57973,11.4,351.1,351,GULF RELIANCE,IMO9398474,WDD2703,31,Under way using its engine,41,12,,52,A
367006330,2023-01-19T00:00:06,29.83603,-90.04553,0,2.1,511,KATHY PAWG,,WDC3347,31,Under way using its engine,16,6,,52,A
367001890,2023-01-19T00:00:06,28.41587,-80.62563,0,284.6,511,MISS JUANITA,,WDC3039,31,Under way using its engine,16,6,,52,A
367181550,2023-01-19T00:00:03,29.57556,-89.79385,0,356.5,511,BELLE CHASSE II,,WDD7069,60,Under way using its engine,41,16,,60,A
368159920,2023-01-19T00:00:01,34.96525,-88.2282,0,313.6,511,BARBARA LYNN,,WDL7400,32,Under way using its engine,15,7,0,32,A
367095660,2023-01-19T00:00:06,27.82463,-97.44649,0,203.4,6,STACY SHELBY,,WDC8962,31,Under way using its engine,22,7,,52,A
366963860,2023-01-19T00:00:06,29.79725,-90.01278,0.1,264,511,OKALOOSA,IMO8992596,WDB8768,31,Under way using its engine,20,7,,31,A
367550000,2023-01-19T00:00:05,30.21363,-80.06035,12.4,9.5,511,SHANNON,IMO9566887,WDM8724,90,Under way using its engine,45,11,3,90,A
368608000,2023-01-19T00:00:07,47.63565,-122.32845,0.1,176.4,511,NORDIC MARINER,IMO7742580,WCX8022,30,Under way using its engine,32,9,,40,A
367706830,2023-01-19T00:00:06,29.93956,-90.22282,4.1,345.6,511,CAPT DUFFY,,WDI5265,31,Under way using its engine,,,,31,A
367598440,2023-01-19T00:00:01,29.15792,-89.2468,0,301.5,511,ELIE CHERAMIE,,WDH2520,31,Under way using its engine,20,,,31,A
367625610,2023-01-19T00:00:00,29.91637,-90.08149,1.4,13.8,229,SWEENEY,,WDH5209,31,Power-driven vessel pushing ahead/towing alongside,23,,,57,A
366999512,2023-01-19T00:00:01,29.33209,-94.77288,0.1,133.1,119,CG HATCHET,,NXLA,90,Undefined,22,6,,55,A
367493020,2023-01-19T00:00:00,24.23081,-81.51601,5.6,288.2,273,CRIMSON VICTORY,IMO9629029,WDF8255,31,Under way using its engine,35,10,,32,A
368143120,2023-01-19T00:00:01,30.0215,-93.98726,0.6,229.6,511,AMELIA RAY,,WDL5654,31,Power-driven vessel pushing ahead/towing alongside,90,13,2.9,31,A
367186380,2023-01-19T00:00:02,41.58903,-71.4099,0,263.7,511,RELIANCE,IMO7367407,WDD7436,31,Under way using its engine,29,8,3.7,52,A
367798430,2023-01-19T00:00:03,40.70406,-73.99549,1.3,355,232,H207,,WDJ6505,60,Under way using its engine,,,,60,A
367525060,2023-01-19T00:00:03,29.73296,-95.02008,0,222.2,33,LIBERTY,,WDG3345,31,Power-driven vessel pushing ahead/towing alongside,29,,,57,A
367185880,2023-01-19T00:00:05,32.72297,-117.22655,0,360,511,GREAT ESCAPE,,WDD7397,60,Under way using its engine,22,7,,60,A
366961890,2023-01-19T00:00:06,29.4265,-89.88784,0,360,511,SHAWNEE,,WDH8027,31,Undefined,17,7,,31,A
367581620,2023-01-19T00:00:02,25.3108,-80.27714,0,103.2,511,ESCAPIST,,WDI7982,37,,24,,,,B
367646390,2023-01-19T00:00:01,29.27273,-90.69724,4.9,146.9,511,ANDREW C,,WDH7256,31,Under way using its engine,19,,,90,A
366972930,2023-01-19T00:00:04,30.23085,-93.25427,0,293.6,511,JAY DEVALL,,WDI2018,31,Under way using its engine,13,6,,90,A
367003210,2023-01-19T00:00:02,29.63096,-94.30979,0.5,9.9,95,ALBERT,,WDF2414,31,Power-driven vessel pushing ahead/towing alongside,24,8,,57,A
367456870,2023-01-19T00:00:04,29.91383,-90.07941,0,239.5,511,LIBERTY,IMO8981432,WDF4885,31,Power-driven vessel pushing ahead/towing alongside,22,9,,57,A
366961540,2023-01-19T00:00:04,38.19666,-90.33993,8.4,146.9,143,VIRGINIA INGRAM,,WDB8614,31,Under way using its engine,45,14,,52,A
368199810,2023-01-19T00:00:04,36.96314,-76.40867,0,360,511,CAROLINE,,WMD3715,52,Undefined,0,0,0,52,A
367481660,2023-01-19T00:00:07,38.71497,-90.17009,0,360,511,MIRANDA PAIGE,IMO8976578,WDF7156,31,Under way using its engine,21,9,,31,A
367327040,2023-01-19T00:00:01,41.08713,-72.35862,0,147.4,511,MANHANSETT,,WDE2592,60,Undefined,38,13,,69,A
367389160,2023-01-19T00:00:03,21.31472,-157.8858,0,114.7,188,PI ILANI,IMO9369186,WDE7117,31,Under way using its engine,23,10,,52,A
345060076,2023-01-19T00:00:03,32.34189,-117.09406,0.1,360,299,PEMEX TONATIUH,IMO9798325,XCBT4,34,Under way using its engine,53,13,4.6,34,A
538002955,2023-01-19T00:00:03,31.89579,-73.99434,19,59.8,60,SC MARA,IMO9302578,V7NF9,70,Under way using its engine,294,32,13.5,70,A
366828620,2023-01-19T00:00:08,30.39804,-81.55159,5.2,95.3,511,VICKI M MCALLISTER,IMO9257826,WDA6093,31,Undefined,29,11,3.7,52,A
367587420,2023-01-19T00:00:05,41.66095,-88.04945,0,360,227,DICKIE GONSOULIN,,WDG9404,31,Under way using its engine,27,,,57,A
367004910,2023-01-19T00:00:06,30.53091,-88.11625,0,75.3,191,T H KELLY,,WDC3264,31,Under way using its engine,23,9,,31,A
367756280,2023-01-19T00:00:01,32.08185,-81.06495,0.1,274.6,65,ARKANSAS,,WDJ2212,31,Undefined,,,,31,A
366942880,2023-01-19T00:00:01,30.19212,-88.04412,9,10,10,NEWPORT,IMO8308616,WRC2930,90,Has restricted maneuverability,80,16,5.1,33,A
367160030,2023-01-19T00:00:08,29.31474,-94.77879,0,244.9,511,KING ARTHUR,,WDD5554,60,Under way using its engine,30,7,,0,A
367141080,2023-01-19T00:00:02,29.75935,-95.09198,3.9,209.5,211,LOUISIANAN,,WDD4166,31,Moored (tied to another object to limit free movement),21,9,,57,A
367434080,2023-01-19T00:00:04,30.79954,-91.53772,3.9,22.1,19,DON BOLING,,WDF2979,31,Power-driven vessel pushing ahead/towing alongside,47,14,,57,A
255806283,2023-01-19T00:00:08,36.44619,-75.40457,11.8,141.5,144,MINANUR CEBI 1,IMO9480564,CQAU9,70,Under way using its engine,181,30,9.1,70,A
310996115,2023-01-19T00:00:06,41.71787,-71.16519,0,0,511,BERMUDIAN,IMO8709638,ZCHD8,0,Moored (tied to another object to limit free movement),36,9,2.5,0,A
367057240,2023-01-19T00:00:00,31.0501,-91.5594,7.6,181.5,196,MARK STAAB,,WDC6503,31,Power-driven vessel pushing ahead/towing alongside,43,13,,57,A
368289320,2023-01-19T00:00:07,29.9065,-92.54608,5.8,281,274,BRANDON LIVINGSTON,IMO1325579,WDN5355,57,Undefined,20,9,0,57,A
366854410,2023-01-19T00:00:00,27.74863,-96.23603,10,234.8,511,HMS VALOR,IMO9271171,WDH3445,90,Under way using its engine,56,14,3.3,71,A
367552410,2023-01-19T00:00:01,39.1,-76.3935,10.1,354.5,511,ANNABELLE DOROTHY MO,IMO9650406,WDG5993,31,Under way using its engine,26,10,,57,A
338030000,2023-01-19T00:00:00,29.31313,-94.65281,8.7,132.5,138,RANDY MCCRANEY,IMO9871593,WDK6261,56,Power-driven vessel pushing ahead/towing alongside,146,24,5.7,56,A
368139870,2023-01-19T00:00:01,40.74187,-73.96155,2,274.9,95,CYCLONE SHARK,,WDL5304,60,Under way using its engine,24,8,0,60,A
367793980,2023-01-19T00:00:02,41.68089,-83.48198,0,169.2,136,CLEVELAND,,WDJ6062,31,Undefined,,,,52,A
367133910,2023-01-19T00:00:05,33.76546,-118.25561,0,204.4,511,BETHEL F GIFFORD,,WS9087,90,Under way using its engine,22,7,,51,A
636014663,2023-01-19T00:00:00,28.91239,-90.28553,0.1,247.1,511,ENSCO 75,IMO8764626,A8VT5,90,Undefined,74,62,4.6,33,A
353162000,2023-01-19T00:00:00,33.75333,-118.2355,0,241,70,MSC BEATRICE,IMO9399014,3FUF2,70,Moored (tied to another object to limit free movement),366,51,15.6,79,A
368135920,2023-01-19T00:00:03,29.64054,-91.11164,0,0,343,AMERICAN JAZZ,IMO1295690,WDL4897,68,Under way using its engine,97,17,2.3,68,A
367110450,2023-01-19T00:00:01,29.38583,-94.76743,0,360,511,SEAOPS 1,,WDJ3022,90,Under way using its engine,28,7,,60,A
367571450,2023-01-19T00:00:04,29.46329,-89.09265,18.3,270,511,EVEREADY,IMO8973447,WDG7850,60,Under way using its engine,36,7,,60,A
368144120,2023-01-19T00:00:05,29.28541,-89.36012,0,194.6,511,SEA PILOT,,WDL5755,50,Undefined,16,5,0,50,A
368097780,2023-01-19T00:00:01,30.05955,-93.38135,5.1,271,269,EVERARD DUPRE,IMO101269035,WDK8825,52,Power-driven vessel pushing ahead/towing alongside,22,10,0,57,A
366990570,2023-01-19T00:00:03,41.50077,-74.00455,0,289.2,511,CAPT MARK SUMMERS,,WDC2283,60,Under way using its engine,18,6,,60,A
366996190,2023-01-19T00:00:04,32.69141,-80.22387,0,40.2,241,CREOLE TUT,,WDC2667,31,Under way using its engine,17,6,,52,A
368208250,2023-01-19T00:00:06,30.04988,-90.49702,0,16,272,TOM CORNWELL,,WDM4631,57,Under way using its engine,207,22,3,57,A
367778120,2023-01-19T00:00:02,31.00619,-91.71972,0,340.7,274,VICTORIA PASENTINE,,WDJ4482,31,Power-driven vessel pushing ahead/towing alongside,,,,98,A
367155810,2023-01-19T00:00:03,28.87262,-90.2353,2.6,265.7,511,OUR MOTHER,IMO8940426,WDD5260,30,Undefined,27,7,,0,A
367522540,2023-01-19T00:00:03,29.86728,-93.93175,7.1,24.1,511,ALVA DUPRE,,WDG3104,31,Power-driven vessel pushing ahead/towing alongside,21,8,,57,A
366993160,2023-01-19T00:00:07,48.13675,-123.45242,0.1,358.4,511,GLEN COVE,IMO8991619,WDA2760,31,Under way using its engine,28,7,,31,A
538003924,2023-01-19T00:00:06,29.48543,-93.67068,10,317,313,CELSIUS EAGLE,IMO9423750,V7UB6,80,Under way using its engine,157,26,10,80,A
538006546,2023-01-19T00:00:04,27.87847,-97.28537,0.1,306.5,89,TRF MEMPHIS,IMO9732797,V7OF9,80,Under way using its engine,184,,,89,A
368248520,2023-01-19T00:00:00,37.98266,-122.41849,37,38,37,DORADO,IMO1324772,WDM8995,60,Under way using its engine,40,11,2,60,A
367001510,2023-01-19T00:00:02,29.87292,-90.07005,0,306.7,511,PEARL C EYMARD,,WDC3017,31,Under way using its engine,16,6,,39,A
367592280,2023-01-19T00:00:05,30.40021,-81.43268,0,360,511,J HENRY BLOUNT,,WDG9897,31,Under way using its engine,12,,,52,A
367354540,2023-01-19T00:00:04,38.5404,-90.25006,0,360,511,CUMBERLAND EXPRESS,,WDE4537,31,Under way using its engine,21,9,,52,A
367765930,2023-01-19T00:00:05,30.02712,-90.47406,4.8,0,358,SCF VISION,,WDJ3219,31,Power-driven vessel pushing ahead/towing alongside,,,,57,A
367566040,2023-01-19T00:00:00,28.97285,-88.8212,19.5,262.1,259,G FREDERICK SEEMANN,IMO9702235,WDG7313,60,Under way using its engine,52,9,2.8,60,A
257162000,2023-01-19T00:00:04,29.74196,-95.05988,9.6,339.7,339,BOW ARCHITECT,IMO9319480,LAVT7,80,Under way using its engine,169,25,10.9,89,A
368009250,2023-01-19T00:00:00,47.47813,-122.40128,10.1,348,347,GLOBAL PROVIDER,,WDJ7698,80,Under way using its engine,37,10,4,80,A
368225110,2023-01-19T00:00:03,25.79578,-79.87838,3.3,39.2,511,GLADIATOR,IMO0000000,WDM6419,37,,0,0,,,B
367666060,2023-01-19T00:00:06,33.91668,-78.0233,0,231.7,511,CAPE FEAR PILOT III,,WDH9241,50,Undefined,15,,,50,A
366984330,2023-01-19T00:00:04,37.02489,-89.35205,0,189.3,113,CRIMSON GLORY,,WDB9876,31,Power-driven vessel pushing ahead/towing alongside,48,13,,57,A
368065990,2023-01-19T00:00:06,38.75949,-85.01692,0,191.2,54,BELLEVUE,,WDK5555,31,Under way using its engine,19,7,0,31,A
